Ano-calendário;Competência;Orçamento;Descrição;Valor da Receita Tributária;Percentual do PIB;Classificação Receita
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;58694.38787;0.013411624;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;42902.39592;0.009803165;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;22495.59237;0.005140226;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;3413.927169;0.00078008;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;3268.863269;0.000746933;Baixa
2011;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;213.5299272;4.88e-05;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;114191.4534;0.026092661;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;74978.80153;0.0171326;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;13115.38198;0.002996855;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;11858.1265;0.002709573;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;8958.530644;0.002047018;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;1507.39211;0.000344438;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;786.2028713;0.000179647;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1394.687647;0.000318685;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;324.7703166;7.42e-05;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;825.5730408;0.000188643;Baixa
2011;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;441.9867865;0.000100994;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;357335.3922;0.081650869;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;ICMS;297419.093;0.067960039;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;IPVA;24112.03335;0.005509582;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;ITCD;2768.224693;0.000632537;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;13292.833;0.003037402;Baixa
2011;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;19743.20821;0.004511308;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;80819.51098;0.018467198;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;ISS;38372.01393;0.008767976;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;IPTU;19708.88839;0.004503466;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;ITBI;7281.838821;0.001663895;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;5794.964985;0.001324145;Baixa
2011;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;9661.80485;0.002207715;Baixa
2012;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1570401.53;0.326164031;Alta
2012;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1084316.065;0.22520667;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;381140.7638;0.079160906;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;265630.8352;0.055170109;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;22499.33026;0.004672991;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;92589.19691;0.019230283;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;150542.308;0.031266835;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;42655.8322;0.008859389;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;31001.54177;0.006438855;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;31088.40017;0.006456895;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5265.503925;0.001093617;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;2883.138266;0.000598812;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2001.21142;0.000415641;Baixa
2012;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;614.3009116;0.000127587;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;580390.635;0.120544043;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;272685.4232;0.05663531;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;175008.175;0.036348266;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;55834.24871;0.011596476;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;46486.15108;0.009654926;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;22854.34318;0.004746725;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;3763.559912;0.000781671;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;3518.178741;0.000730707;Baixa
2012;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;240.5551577;5e-05;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;122784.6665;0.025501721;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;85812.64751;0.01782283;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;14774.50896;0.003068587;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;13556.56421;0.002815626;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;2885.387461;0.00059928;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;1979.060127;0.00041104;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;1367.367611;0.000283995;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1520.183233;0.000315734;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;-480.3193169;-9.98e-05;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;893.3195711;0.000185538;Baixa
2012;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;475.9471237;9.89e-05;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;395070.3658;0.08205401;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;ICMS;326235.7222;0.067757421;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;IPVA;27029.65261;0.005613915;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;ITCD;3408.683867;0.000707965;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;15546.40069;0.003228905;Baixa
2012;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;22849.90643;0.004745804;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;91015.09856;0.018903351;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;ISS;44279.273;0.009196569;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;IPTU;21545.39119;0.004474863;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;ITBI;8289.930147;0.001721774;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;6459.065456;0.001341513;Baixa
2012;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;10441.43877;0.002168631;Baixa
2013;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1735340.403;0.325480947;Alta
2013;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1196172.098;0.224354384;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;419599.7613;0.078700252;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;298874.1132;0.056056915;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;24188.33062;0.00453677;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;109316.3606;0.020503408;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;165369.422;0.031016737;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;42922.81274;0.008050615;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;29417.36377;0.005517529;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;36973.79965;0.006934817;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5110.078458;0.000958448;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;3366.906373;0.000631498;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2170.71395;0.00040714;Baixa
2013;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;763.9731103;0.000143291;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;638714.9203;0.119797555;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;296261.3248;0.05556686;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;197545.4519;0.037051682;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;61686.57588;0.011569952;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;50519.5618;0.009475464;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;24386.32835;0.004573907;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;4054.925372;0.000760543;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;3987.894849;0.000747971;Baixa
2013;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;272.8573564;5.12e-05;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;137857.4161;0.025856577;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;98044.56524;0.018389267;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;16560.52969;0.003106098;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;15351.16791;0.002879269;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;734.4395181;0.000137752;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;2233.165142;0.000418853;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;1515.209594;0.000284193;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1556.533962;0.000291944;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;579.1908489;0.000108633;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;749.2142319;0.000140523;Baixa
2013;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;533.4000145;0.000100045;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;438797.8977;0.08230106;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;ICMS;363189.9176;0.068120006;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;IPVA;29232.08094;0.005482778;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;ITCD;4142.18106;0.000776909;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;16493.77563;0.003093577;Baixa
2013;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;25739.94248;0.004827791;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;100370.4071;0.018825503;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;ISS;47959.64625;0.008995325;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;IPTU;23995.9017;0.004500678;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;ITBI;9748.639163;0.001828458;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;7652.270256;0.001435262;Baixa
2013;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;11013.94974;0.00206578;Baixa
2014;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1840300.786;0.318448824;Alta
2014;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1259897.745;0.21801488;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;446679.8859;0.077294258;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;319512.4723;0.05528899;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;25782.0903;0.004461377;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;109019.9638;0.018865003;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;184710.4182;0.03196261;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;49201.54583;0.00851392;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;29756.15212;0.005149056;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;36773.71968;0.006363388;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;4989.094804;0.000863322;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;3203.541474;0.000554346;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2343.239613;0.000405478;Baixa
2014;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;900.1201186;0.000155758;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;660695.5416;0.114327897;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;316375.5064;0.054746164;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;194696.2856;0.033690581;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;62331.82886;0.010786007;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;51441.21704;0.008901477;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;26808.87436;0.004639054;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;4768.777052;0.000825197;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;3968.898552;0.000686785;Baixa
2014;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;304.1536962;5.26e-05;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;152522.3178;0.026392725;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;108781.7167;0.018823776;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;18410.69467;0.003185818;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;16884.41734;0.002921709;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;25.70993361;4.45e-06;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;2498.74138;0.000432387;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2739.968559;0.000474129;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1628.141245;0.000281736;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;144.9792294;2.51e-05;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;813.4454586;0.00014076;Baixa
2014;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;594.5033014;0.000102874;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;468639.0568;0.081094111;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;ICMS;384286.9121;0.06649767;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;IPVA;32452.95945;0.005615716;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;ITCD;4698.159531;0.000812978;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;19910.40392;0.003445331;Baixa
2014;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;27290.62185;0.004722416;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;111763.9841;0.019339833;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;ISS;53887.5991;0.009324803;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;IPTU;26773.04501;0.004632854;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;ITBI;10507.14892;0.001818175;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;8267.894917;0.001430691;Baixa
2014;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;12328.29618;0.00213331;Baixa
2015;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;1924636.151;0.320998086;Alta
2015;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1314852.89;0.219296131;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;475618.9221;0.07932552;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;341845.6225;0.057014304;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS FÍSICAS;27198.6588;0.004536295;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - PESSOAS JURÍDICAS;104910.1685;0.017497314;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - RETIDO NA FONTE;209736.7952;0.034980695;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS;48048.70822;0.008013745;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS;34681.0488;0.005784236;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTOS SOBRE O COMÉRCIO EXTERIOR;38969.35913;0.006499457;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;TAXAS FEDERAIS;5314.595668;0.000886388;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;COTA-PARTE AD FR. REN. MAR. MERCANTE;3004.833403;0.000501157;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;CONTRIB. CUSTEIO PENSÕES MILITARES;2649.782581;0.000441941;Baixa
2015;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO TERRITORIAL RURAL;1104.971759;0.000184291;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;ORÇAMENTO SEGURIDADE SOCIAL;672636.7966;0.112184905;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL;321698.0191;0.053654011;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;COFINS;199876.0003;0.033336074;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO;59146.88951;0.009864742;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÃO PARA O PIS/PASEP;52589.86044;0.008771136;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. SEG. SOC. SERVIDOR PÚBLICO - CPSS;29339.60433;0.00489337;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. S/ RECEITA DE CONCURSOS E PROGN.;5422.126897;0.000904323;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIB. PARTIC. SEGURO DPVAT;4241.70134;0.000707447;Baixa
2015;Tributos do Governo Federal;Orçamento Seguridade Social;CONTRIBUIÇÕES RURAIS;322.5947385;5.38e-05;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;DEMAIS;166597.1711;0.027785705;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÃO PARA O FGTS;118322.5377;0.01973428;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;SALÁRIO EDUCAÇÃO;19038.91452;0.003175382;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CONTRIBUIÇÕES PARA O SISTEMA S;18153.27;0.003027671;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CIDE COMBUSTÍVEIS;3271.182044;0.00054558;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CIDE REMESSAS;2983.426477;0.000497587;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;OUTRAS CONTRIBUIÇÕES FEDERAIS;2172.452121;0.00036233;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CONTR. S/ REC. EMPR. TELECOMUN.;1656.793637;0.000276326;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;DÍVIDA ATIVA OUTROS TRIB. E CONTRIB.;-490.4012633;-8.18e-05;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;CONTRIB. S/REC.CONCESS.PERMISS.ENERG.ELET.;890.3509419;0.000148496;Baixa
2015;Tributos do Governo Federal;Demais - Governo Federal;COTA-PARTE CONTRIB. SINDICAL;598.6448803;9.98e-05;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;TRIBUTOS DO GOVERNO ESTADUAL;489741.2222;0.081680891;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;ICMS;396428.4855;0.06611784;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;IPVA;36218.71471;0.006040694;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;ITCD;6460.679209;0.001077536;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;CONTRIB. REGIME PRÓPRIO PREVID. EST.;21650.53876;0.003610959;Baixa
2015;Tributos do Governo Estadual;Governo Estadual;OUTROS TRIBUTOS ESTADUAIS;28982.80406;0.004833862;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;TRIBUTOS DO GOVERNO MUNICIPAL;120042.0391;0.020021065;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;ISS;54454.88799;0.009082192;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;IPTU;31521.08587;0.005257206;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;ITBI;9904.446782;0.001651901;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;CONTRIB. REGIME PRÓPRIO PREVID. MUN.;9534.644221;0.001590224;Baixa
2015;Tributos do Governo Municipal;Governo Municipal;OUTROS TRIBUTOS MUNICIPAIS;14626.97426;0.002439542;Baixa
2016;Total dos Tributos União;União;TOTAL DA RECEITA TRIBUTÁRIA;2015961.912;0.32155949;Alta
2016;Tributos do Governo Federal;Orçamento Fiscal;TRIBUTOS DO GOVERNO FEDERAL;1382994.322;0.2205969;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;ORÇAMENTO FISCAL;507102.6526;0.080886285;Baixa
2016;Tributos do Governo Federal;Orçamento Fiscal;IMPOSTO DE RENDA - TOTAL;386408.7926;0.061634802;Baixa
